Gender,Age,Type of Injury,Area,Type of Vehicle
Mænd,18-24 år,Alvorligt tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,18-24 år,Alvorligt tilskadekomne,Region Nordjylland,Varebil 0-3.500 kg.
Mænd,18-24 år,Alvorligt tilskadekomne,Region Nordjylland,Motorcykel
Mænd,18-24 år,Alvorligt tilskadekomne,Region Nordjylland,Motorcykel
Mænd,18-24 år,Alvorligt tilskadekomne,Region Nordjylland,Motorcykel
Mænd,18-24 år,Alvorligt tilskadekomne,Region Nordjylland,Motorcykel
Mænd,18-24 år,Alvorligt tilskadekomne,Region Nordjylland,Motorcykel
Mænd,18-24 år,Alvorligt tilskadekomne,Region Nordjylland,Motorcykel
Mænd,18-24 år,Alvorligt tilskadekomne,Region Nordjylland,Motorcykel
Mænd,18-24 år,Alvorligt tilskadekomne,Region Nordjylland,Motorcykel
Mænd,18-24 år,Alvorligt tilskadekomne,Region Nordjylland,Motorcykel
Mænd,18-24 år,Alvorligt tilskadekomne,Region Nordjylland,Motorcykel
Mænd,18-24 år,Alvorligt tilskadekomne,Region Nordjylland,Knallert
Mænd,18-24 år,Alvorligt tilskadekomne,Region Nordjylland,Knallert
Mænd,18-24 år,Alvorligt tilskadekomne,Region Nordjylland,Knallert
Mænd,18-24 år,Alvorligt tilskadekomne,Region Nordjylland,Knallert
Mænd,18-24 år,Alvorligt tilskadekomne,Region Nordjylland,Cykel
Mænd,18-24 år,Alvorligt tilskadekomne,Region Nordjylland,Cykel
Mænd,18-24 år,Alvorligt tilskadekomne,Region Nordjylland,Cykel
Mænd,18-24 år,Alvorligt tilskadekomne,Region Nordjylland,Cykel
Mænd,18-24 år,Alvorligt tilskadekomne,Region Nordjylland,Cykel
Mænd,18-24 år,Alvorligt tilskadekomne,Region Nordjylland,Fodgænger
Mænd,18-24 år,Alvorligt tilskadekomne,Region Nordjylland,Fodgænger
Mænd,18-24 år,Alvorligt tilskadekomne,Region Nordjylland,Fodgænger
Mænd,18-24 år,Alvorligt tilskadekomne,Region Nordjylland,Fodgænger
Mænd,18-24 år,Alvorligt tilskadekomne,Region Nordjylland,Fodgænger
Mænd,18-24 år,Alvorligt tilskadekomne,Region Nordjylland,Andre
Mænd,18-24 år,Alvorligt tilskadekomne,Region Nordjylland,Andre
Mænd,18-24 år,Alvorligt tilskadekomne,Region Nordjylland,Andre
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Varebil 0-3.500 kg.
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Varebil 0-3.500 kg.
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Lastbil over 3.500 kg.
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Lastbil over 3.500 kg.
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Motorcykel
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Motorcykel
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Motorcykel
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Motorcykel
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Motorcykel
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Knallert
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Knallert
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Knallert
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Knallert
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Knallert
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Knallert
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Knallert
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Cykel
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Cykel
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Cykel
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Cykel
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Cykel
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Cykel
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Cykel
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Cykel
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Cykel
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Cykel
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Cykel
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Cykel
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Cykel
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Cykel
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Cykel
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Cykel
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Cykel
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Cykel
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Cykel
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Fodgænger
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Fodgænger
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Fodgænger
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Fodgænger
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Fodgænger
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Fodgænger
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Fodgænger
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Fodgænger
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Fodgænger
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Fodgænger
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Fodgænger
Mænd,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Fodgænger
Mænd,18-24 år,Lettere tilskadekomne,Region Sjælland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Sjælland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Sjælland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Sjælland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Sjælland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Sjælland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Sjælland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Sjælland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Sjælland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Sjælland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Sjælland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Sjælland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Sjælland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Sjælland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Sjælland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Sjælland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Sjælland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Sjælland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Sjælland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Sjælland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Sjælland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Sjælland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Sjælland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Sjælland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Sjælland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Sjælland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Sjælland,Varebil 0-3.500 kg.
Mænd,18-24 år,Lettere tilskadekomne,Region Sjælland,Motorcykel
Mænd,18-24 år,Lettere tilskadekomne,Region Sjælland,Motorcykel
Mænd,18-24 år,Lettere tilskadekomne,Region Sjælland,Knallert
Mænd,18-24 år,Lettere tilskadekomne,Region Sjælland,Knallert
Mænd,18-24 år,Lettere tilskadekomne,Region Sjælland,Knallert
Mænd,18-24 år,Lettere tilskadekomne,Region Sjælland,Knallert
Mænd,18-24 år,Lettere tilskadekomne,Region Sjælland,Cykel
Mænd,18-24 år,Lettere tilskadekomne,Region Sjælland,Cykel
Mænd,18-24 år,Lettere tilskadekomne,Region Sjælland,Cykel
Mænd,18-24 år,Lettere tilskadekomne,Region Sjælland,Cykel
Mænd,18-24 år,Lettere tilskadekomne,Region Sjælland,Cykel
Mænd,18-24 år,Lettere tilskadekomne,Region Sjælland,Fodgænger
Mænd,18-24 år,Lettere tilskadekomne,Region Sjælland,Fodgænger
Mænd,18-24 år,Lettere tilskadekomne,Region Syddanmark,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Syddanmark,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Syddanmark,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Syddanmark,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Syddanmark,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Syddanmark,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Syddanmark,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Syddanmark,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Syddanmark,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Syddanmark,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Syddanmark,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Syddanmark,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Syddanmark,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Syddanmark,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Syddanmark,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Syddanmark,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Syddanmark,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Syddanmark,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Syddanmark,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Syddanmark,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Syddanmark,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Syddanmark,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Syddanmark,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Syddanmark,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Syddanmark,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Syddanmark,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Syddanmark,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Syddanmark,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Syddanmark,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Syddanmark,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Syddanmark,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Syddanmark,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Syddanmark,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Syddanmark,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Syddanmark,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Syddanmark,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Syddanmark,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Syddanmark,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Syddanmark,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Syddanmark,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Syddanmark,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Syddanmark,Varebil 0-3.500 kg.
Mænd,18-24 år,Lettere tilskadekomne,Region Syddanmark,Lastbil over 3.500 kg.
Mænd,18-24 år,Lettere tilskadekomne,Region Syddanmark,Motorcykel
Mænd,18-24 år,Lettere tilskadekomne,Region Syddanmark,Motorcykel
Mænd,18-24 år,Lettere tilskadekomne,Region Syddanmark,Motorcykel
Mænd,18-24 år,Lettere tilskadekomne,Region Syddanmark,Knallert
Mænd,18-24 år,Lettere tilskadekomne,Region Syddanmark,Knallert
Mænd,18-24 år,Lettere tilskadekomne,Region Syddanmark,Knallert
Mænd,18-24 år,Lettere tilskadekomne,Region Syddanmark,Knallert
Mænd,18-24 år,Lettere tilskadekomne,Region Syddanmark,Cykel
Mænd,18-24 år,Lettere tilskadekomne,Region Syddanmark,Cykel
Mænd,18-24 år,Lettere tilskadekomne,Region Syddanmark,Cykel
Mænd,18-24 år,Lettere tilskadekomne,Region Syddanmark,Cykel
Mænd,18-24 år,Lettere tilskadekomne,Region Syddanmark,Cykel
Mænd,18-24 år,Lettere tilskadekomne,Region Syddanmark,Cykel
Mænd,18-24 år,Lettere tilskadekomne,Region Syddanmark,Cykel
Mænd,18-24 år,Lettere tilskadekomne,Region Syddanmark,Fodgænger
Mænd,18-24 år,Lettere tilskadekomne,Region Syddanmark,Fodgænger
Mænd,18-24 år,Lettere tilskadekomne,Region Syddanmark,Fodgænger
Mænd,18-24 år,Lettere tilskadekomne,Region Syddanmark,Andre
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Varebil 0-3.500 kg.
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Varebil 0-3.500 kg.
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Varebil 0-3.500 kg.
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Varebil 0-3.500 kg.
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Motorcykel
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Motorcykel
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Motorcykel
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Knallert
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Knallert
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Knallert
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Knallert
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Knallert
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Knallert
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Cykel
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Cykel
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Cykel
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Cykel
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Cykel
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Cykel
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Cykel
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Cykel
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Cykel
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Cykel
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Cykel
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Cykel
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Fodgænger
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Fodgænger
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Fodgænger
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Fodgænger
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Fodgænger
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Fodgænger
Mænd,18-24 år,Lettere tilskadekomne,Region Midtjylland,Andre
Mænd,18-24 år,Lettere tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,18-24 år,Lettere tilskadekomne,Region Nordjylland,Almindelig personbil
